"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
40,"Maruti",70,"Petrol","Individual","Manual","Second ",16.1,796,37
140,"Maruti",35,"Petrol","Individual","Manual","Second ",19.7,796,46.3
250,"Maruti",65,"Petrol","Individual","Manual","Second ",18.9,998,67.1
470,"Maruti",70,"Diesel","Individual","Manual","Second ",26.59,1248,74
300,"Maruti",60,"Petrol","Individual","Manual","Second ",20.51,998,67.04
650,"Maruti",80,"Diesel","Individual","Manual","Second ",24.3,1248,88.5
80,"Maruti",90,"Petrol","Individual","Automatic","Second ",19.7,796,46.3
245,"Maruti",36.71,"Petrol","Individual","Manual","Second ",22.74,796,47.3
210,"Maruti",50,"Petrol","Individual","Manual","Second ",22.74,796,47.3
40,"Maruti",57,"Petrol","Individual","Manual","Second ",16.1,796,37
290,"Maruti",90,"Petrol","Individual","Manual","Second ",24.7,796,47.3
355,"Maruti",90,"Petrol","Individual","Manual","Second ",17.5,1298,85.8
85,"Maruti",60,"Petrol","Individual","Manual","Second ",19.7,796,46.3
265,"Maruti",70,"Petrol","Individual","Manual","Second ",21.79,998,67.05
395,"Maruti",70,"Diesel","Individual","Manual","Second ",23.4,1248,74
290,"Maruti",110,"Diesel","Individual","Manual","Second ",21.1,1248,73.9
55,"Maruti",50,"Petrol","Individual","Manual","Second ",17.3,993,60
80,"Maruti",90,"Petrol","Individual","Manual","Second ",17.3,1061,64
240,"Maruti",142,"Diesel","Individual","Manual","Second ",23.2,1248,73.94
220,"Maruti",70,"Diesel","Individual","Manual","Second ",23.2,1248,73.94
180,"Maruti",25,"Petrol","Individual","Manual","Second ",19.7,796,46.3
330,"Maruti",80,"Petrol","Individual","Manual","Second ",20.51,998,67.04
40,"Maruti",50,"Petrol","Individual","Manual","Second ",16.1,796,37
60,"Maruti",100,"Petrol","Individual","Manual","Second ",16.1,796,37
229.999,"Maruti",60,"Petrol","Individual","Manual","Second ",20.92,998,67.1
350,"Maruti",190,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
451.999,"Maruti",30,"Petrol","Individual","Automatic","Second ",23.1,998,67.04
200,"Maruti",147,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
450,"Maruti",35,"Petrol","Individual","Manual","Second ",20.4,1197,83.11
310,"Maruti",35,"Petrol","Individual","Manual","Second ",20.51,998,67.04
310,"Maruti",25,"Diesel","Individual","Manual","Second ",21.5,1248,88.8
65,"Maruti",120,"Petrol","Individual","Manual","Second ",16.1,796,37
380,"Maruti",100,"Diesel","Individual","Manual","Second ",22.9,1248,74
425,"Maruti",56,"Diesel","Individual","Manual","Second ",22.9,1248,74
400,"Maruti",20,"Petrol","Individual","Manual","Second ",20.51,998,67.04
206,"Maruti",120,"Petrol","Individual","Manual","Second ",22.74,796,47.3
260,"Maruti",120,"Diesel","Individual","Manual","Second ",17.8,1248,75
225,"Maruti",76,"Petrol","Individual","Manual","Second ",20.92,998,67.1
229.999,"Maruti",90,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
229.999,"Maruti",164,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
165,"Maruti",66,"Petrol","Individual","Manual","Second ",19,998,66.1
229.999,"Maruti",30,"Petrol","Individual","Manual","Second ",22.74,796,47.3
440,"Maruti",70,"Diesel","Individual","Manual","Second ",22.9,1248,74
715,"Maruti",70,"Diesel","Individual","Manual","Second ",28.09,1248,88.5
120,"Maruti",150,"Petrol","Individual","Manual","Second ",18.2,1061,64
650,"Maruti",35,"Diesel","Individual","Manual","Second ",27.39,1248,74
95,"Maruti",80,"Petrol","Individual","Manual","Second ",19.7,796,46.3
150,"Maruti",70,"Petrol","Individual","Manual","Second ",19.7,796,46.3
720,"Maruti",40,"Diesel","Individual","Manual","Second ",24.3,1248,88.5
459.999,"Maruti",100,"Diesel","Individual","Manual","Second ",25.2,1248,74
70,"Maruti",70,"Petrol","Individual","Manual","Second ",19.7,796,46.3
65,"Maruti",90,"Petrol","Individual","Manual","Second ",18.9,998,67.1
160,"Maruti",70,"Petrol","Individual","Manual","Second ",22.74,796,47.3
160,"Maruti",74.8,"Petrol","Individual","Manual","Second ",18.2,998,67.1
120,"Maruti",80,"Petrol","Individual","Manual","Second ",16.1,796,37
220,"Maruti",136,"Petrol","Individual","Manual","Second ",16.1,1298,88.2
420,"Maruti",120,"Diesel","Individual","Manual","Second ",23.4,1248,74
240,"Maruti",44,"Petrol","Individual","Manual","Second ",20.92,998,67.1
370,"Maruti",90,"Diesel","Individual","Manual","Second ",22.9,1248,74
130,"Maruti",70,"Petrol","Individual","Manual","Second ",14,796,35
185,"Maruti",80,"Petrol","Individual","Manual","Second ",22.74,796,47.3
150,"Maruti",40,"Petrol","Individual","Manual","Second ",18.2,1061,64
590,"Maruti",40,"Petrol","Individual","Manual","Second ",20.73,1373,91.1
45,"Maruti",70,"Petrol","Individual","Manual","Second ",16.1,796,37
210,"Maruti",100,"Diesel","Individual","Manual","Second ",21.1,1248,73.9
540,"Maruti",93,"Petrol","Individual","Manual","Second ",20.85,1197,83.14
445,"Maruti",80,"Diesel","Individual","Manual","Second ",23.4,1248,74
200,"Maruti",120,"Diesel","Individual","Manual","Second ",21.1,1248,73.9
350,"Maruti",72,"Petrol","Individual","Manual","Second ",17.5,1197,85.8
240,"Maruti",60,"Petrol","Individual","Manual","Second ",17.5,1298,85.8
311,"Maruti",94,"Diesel","Individual","Manual","Second ",21.1,1248,75
240,"Maruti",108.916,"Petrol","Individual","Manual","Second ",20.51,998,67.04
260,"Maruti",120,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
210,"Maruti",90,"Petrol","Individual","Manual","Second ",18.9,998,67.1
125,"Maruti",59,"Petrol","Individual","Manual","Second ",18.9,998,67.1
98,"Maruti",70,"Petrol","Individual","Manual","Second ",18.9,998,67.1
50,"Maruti",60,"Petrol","Individual","Manual","Second ",16.1,796,37
600,"Maruti",147,"Diesel","Individual","Manual","Second ",26.59,1248,74
220,"Maruti",90,"Petrol","Individual","Manual","Second ",19,998,66.1
750,"Maruti",110,"Diesel","Individual","Manual","Second ",28.4,1248,74.02
570,"Maruti",19,"Petrol","Individual","Automatic","Second ",20.89,1197,81.8
420,"Maruti",105,"Diesel","Individual","Manual","Second ",23.4,1248,74
375,"Maruti",70,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
370,"Maruti",58,"Petrol","Individual","Manual","Second ",15.37,1196,73
250,"Maruti",58,"Petrol","Individual","Manual","Second ",23.95,998,67.05
155,"Maruti",70,"Petrol","Individual","Manual","Second ",16.1,796,37
434.999,"Maruti",70.195,"Diesel","Dealer","Manual","Second ",28.4,1248,74.02
409.999,"Maruti",80.235,"Diesel","Dealer","Manual","Second ",28.4,1248,74.02
430,"Maruti",120,"Diesel","Individual","Manual","Second ",19.3,1248,73.9
495,"Maruti",77.215,"Diesel","Individual","Manual","Second ",25.2,1248,74
260,"Maruti",100,"Diesel","Individual","Manual","Second ",17.8,1248,75
240,"Maruti",35,"Petrol","Individual","Manual","Second ",22.74,796,47.3
120,"Maruti",120,"Petrol","Individual","Manual","Second ",19.7,796,46.3
380,"Maruti",112.048,"Petrol","Individual","Manual","Second ",17.5,1298,85.8
300,"Maruti",120,"Diesel","Individual","Manual","Second ",23.2,1248,73.94
725,"Maruti",54,"Diesel","Individual","Manual","Second ",24.52,1248,88.5
125,"Maruti",60,"Petrol","Individual","Manual","Second ",16.1,796,37
625,"Maruti",100,"Diesel","Individual","Manual","Second ",23.4,1248,74
160,"Maruti",80,"Petrol","Individual","Manual","Second ",18.9,998,67.1
330,"Maruti",84,"Petrol","Individual","Manual","Second ",23.1,998,67.04
150,"Maruti",35,"Petrol","Individual","Manual","Second ",14,796,35
650,"Maruti",35,"Petrol","Individual","Manual","Second ",21.4,1197,83.1
260,"Maruti",120,"Diesel","Individual","Manual","Second ",17.8,1248,75
250,"Maruti",36,"Petrol","Individual","Manual","Second ",15.37,1196,73
575,"Maruti",57,"Diesel","Individual","Manual","Second ",26.59,1248,74
350,"Maruti",118,"Diesel","Individual","Manual","Second ",21.1,1248,73.9
45,"Maruti",55.425,"Petrol","Individual","Manual","Second ",16.1,796,37
250,"Maruti",89,"Diesel","Individual","Manual","Second ",23.2,1248,73.94
680,"Maruti",37.5,"Diesel","Individual","Manual","Second ",20.77,1248,88.8
290,"Maruti",10,"Petrol","Individual","Manual","Second ",23.95,998,67.05
100,"Maruti",70,"Petrol","Individual","Manual","Second ",18.9,1061,67
100,"Maruti",80,"Petrol","Individual","Manual","Second ",17.3,1061,64
65,"Maruti",198,"Petrol","Individual","Manual","Second ",18.9,998,67.1
250,"Maruti",125.876,"Petrol","Individual","Manual","Second ",15,1586,104.68
650,"Maruti",22,"Petrol","Individual","Manual","Second ",21.56,1462,103.25
550,"Maruti",50,"Diesel","Dealer","Manual","Second ",28.09,1248,88.5
150,"Maruti",80,"Petrol","Individual","Manual","Second ",18.9,998,67.1
170,"Maruti",90,"Petrol","Individual","Manual","Second ",18.9,1061,67
250,"Maruti",20,"Petrol","Individual","Manual","Second ",23.95,998,67.05
700,"Maruti",48,"Petrol","Individual","Manual","Second ",21.1,998,100.5
200,"Maruti",70,"Diesel","Individual","Manual","Second ",21.1,1248,73.9
114.999,"Maruti",100,"Petrol","Individual","Manual","Second ",19.7,796,46.3
45.957,"Maruti",90,"Petrol","Individual","Manual","Second ",19.7,796,46.3
45.957,"Maruti",90,"Petrol","Individual","Manual","Second ",19.7,796,46.3
350,"Maruti",46.357,"Petrol","Individual","Manual","Second ",20.51,998,67.04
416,"Maruti",90,"Diesel","Individual","Manual","Second ",22.9,1248,74
300,"Maruti",90,"Petrol","Individual","Manual","Second ",18.9,998,67.1
35,"Maruti",40,"Petrol","Individual","Manual","Second ",16.1,796,37
770,"Maruti",100,"Diesel","Individual","Manual","Second ",24.52,1248,88.5
300,"Maruti",186.388,"Petrol","Individual","Manual","Second ",14.8,1298,80
500,"Maruti",130,"Petrol","Individual","Manual","Second ",19,1197,85.8
560,"Maruti",90,"Diesel","Individual","Manual","Second ",26.21,1248,88.5
390,"Maruti",25,"Petrol","Individual","Manual","Second ",20.51,998,67.04
250,"Maruti",151,"Diesel","Individual","Manual","Second ",17.8,1248,75
307,"Maruti",100,"Diesel","Individual","Manual","Second ",17.8,1248,75
260,"Maruti",50,"Petrol","Individual","Manual","Second ",18.9,998,67.1
120,"Maruti",68,"Petrol","Dealer","Manual","Third or above",19.7,796,46.3
270,"Maruti",100,"Petrol","Individual","Manual","Third or above",15.37,1196,73
535,"Maruti",90,"Petrol","Individual","Manual","Third or above",16.02,1373,93.7
325,"Maruti",58,"Petrol","Individual","Manual","Third or above",16.1,1298,88.2
185,"Maruti",185,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
480,"Maruti",110,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
170,"Maruti",120,"Diesel","Individual","Manual","Third or above",17.8,1248,75
160,"Maruti",123,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
270,"Maruti",100,"Petrol","Individual","Manual","Third or above",15.37,1196,73
125,"Maruti",60,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
120,"Maruti",120,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
215,"Maruti",90,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
165,"Maruti",30,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
350,"Maruti",137.5,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
40,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.1,796,37
204.999,"Maruti",100,"Petrol","Individual","Manual","Third or above",15.1,1196,73
400,"Maruti",100,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
85,"Maruti",120,"Diesel","Individual","Manual","Third or above",20.8,1527,58
150,"Maruti",80,"Petrol","Individual","Manual","Third or above",15.37,1196,73
200,"Maruti",94,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
409.999,"Maruti",100,"Diesel","Individual","Manual","Third or above",23.2,1248,73.94
140,"Maruti",50,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
180,"Maruti",85,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
95,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
150,"Maruti",150,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
130,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
75,"Maruti",35,"Petrol","Individual","Manual","Third or above",16.1,796,37
125,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
114.999,"Maruti",60,"Petrol","Individual","Manual","Third or above",18.9,1061,67
120,"Maruti",120,"Petrol","Individual","Manual","Third or above",17.3,993,60
45,"Maruti",77,"Petrol","Individual","Manual","Third or above",16.1,796,37
250,"Maruti",60,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
385,"Maruti",100,"Diesel","Individual","Manual","Third or above",20.77,1248,88.8
330,"Maruti",70,"Petrol","Individual","Manual","Third or above",23.1,998,67.04
220,"Maruti",65,"Petrol","Individual","Automatic","Third or above",12.6,1586,103.3
260,"Maruti",65,"Petrol","Individual","Automatic","Third or above",12.6,1586,103.3
650,"Maruti",110,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
470,"Maruti",120,"Diesel","Individual","Manual","Third or above",22.9,1248,74
170,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
320,"Maruti",130,"Diesel","Individual","Manual","Third or above",17.8,1248,75
31.504,"Maruti",110,"Petrol","Individual","Manual","Third or above",16.1,796,37
130,"Maruti",88.7,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
625,"Maruti",160,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
55,"Maruti",50,"Petrol","Individual","Manual","Third or above",16.1,796,37
170,"Maruti",70,"Petrol","Individual","Manual","Third or above",19,998,66.1
215,"Maruti",120,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
350,"Maruti",52,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
380,"Maruti",70,"Diesel","Individual","Manual","Third or above",22.9,1248,74
130,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,35
130,"Maruti",80,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
195,"Maruti",90,"Diesel","Individual","Manual","Third or above",17.8,1248,75
60,"Maruti",25,"Petrol","Individual","Manual","Third or above",16.1,796,37
600,"Maruti",90,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
320,"Maruti",100,"Diesel","Individual","Manual","Third or above",22.9,1248,74
75,"Maruti",30,"Petrol","Individual","Manual","Third or above",17.3,993,60
400,"Maruti",60,"Diesel","Individual","Manual","Third or above",23.2,1248,73.94
100,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
650,"Maruti",170,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
105,"Maruti",100,"Petrol","Individual","Manual","Third or above",18.9,1061,67
112.999,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
650,"Maruti",78,"Diesel","Individual","Manual","Third or above",28.09,1248,88.5
145,"Maruti",150,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
480,"Maruti",105,"Diesel","Individual","Manual","Third or above",23.4,1248,74
350,"Maruti",120,"Diesel","Individual","Manual","Third or above",23.2,1248,73.94
409.999,"Maruti",150,"Diesel","Individual","Manual","Third or above",23.4,1248,74
135,"Maruti",95,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
170,"Maruti",90,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
80,"Maruti",63,"Petrol","Individual","Automatic","Third or above",18.9,1061,67
425,"Maruti",120,"Diesel","Individual","Manual","Third or above",26.59,1248,74
85,"Maruti",100,"Petrol","Individual","Manual","Third or above",18.9,1061,67
550,"Maruti",40,"Diesel","Individual","Manual","Third or above",28.09,1248,88.5
160,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
600,"Maruti",60,"Diesel","Individual","Manual","Third or above",26.21,1248,88.5
450,"Maruti",97,"Diesel","Individual","Manual","Third or above",22.9,1248,74
300,"Maruti",40,"Petrol","Individual","Manual","Third or above",19,998,67.1
199,"Maruti",70,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
300,"Maruti",50,"Petrol","Individual","Manual","Third or above",20.51,998,67.04
105,"Maruti",96,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
450,"Maruti",108.8,"Diesel","Individual","Manual","Third or above",22.9,1248,74
270,"Maruti",82,"Petrol","Individual","Manual","Third or above",18.5,1197,85.8
225,"Maruti",120,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
150,"Maruti",70,"Petrol","Individual","Manual","Third or above",18.9,1061,67
190,"Maruti",90,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
399,"Maruti",70,"Diesel","Individual","Manual","Third or above",25.2,1248,74
150,"Maruti",155,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
58,"Maruti",170,"Petrol","Individual","Manual","Third or above",17.3,993,60
179,"Maruti",68.7,"Petrol","Individual","Manual","Third or above",19,998,66.1
340,"Maruti",110,"Diesel","Individual","Manual","Third or above",17.8,1248,75
300,"Maruti",120,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
157,"Maruti",47.2,"Petrol","Individual","Manual","Third or above",16.1,796,37
125,"Maruti",120,"Petrol","Individual","Manual","Third or above",15,1586,104.68
80,"Maruti",100,"Petrol","Individual","Manual","Third or above",17.3,1061,64
220,"Maruti",60,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
190,"Maruti",80,"Petrol","Individual","Manual","Third or above",15.5,1586,103.3
650,"Maruti",110,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
93,"Maruti",80,"Petrol","Individual","Manual","Third or above",15.9,1298,85
204,"Maruti",110,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
190,"Maruti",160,"Petrol","Individual","Manual","Third or above",17.5,1197,85.8
100,"Maruti",60,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
200,"Maruti",110,"Petrol","Individual","Manual","Third or above",15,1586,104.68
600,"Maruti",60,"Diesel","Individual","Manual","Third or above",20.77,1248,88.8
33.351,"Maruti",90,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
160,"Maruti",60,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
150,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
450,"Maruti",100,"Petrol","Individual","Manual","Third or above",19.1,1197,85.8
225,"Maruti",64,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
150,"Maruti",70,"Petrol","Individual","Manual","Third or above",18.2,1061,64
231,"Maruti",80,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
80,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.1,796,37
300,"Maruti",110,"Diesel","Individual","Manual","Third or above",22.9,1248,74
120,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
250,"Maruti",100,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
215,"Maruti",102,"Petrol","Individual","Manual","Third or above",16.1,1298,88.2
600,"Maruti",120,"Diesel","Individual","Manual","Third or above",20.77,1248,88.8
125,"Maruti",60,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
85,"Maruti",150,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
380,"Maruti",39,"Petrol","Individual","Manual","Third or above",20.51,998,67.04
70,"Maruti",50,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
350,"Maruti",145,"Diesel","Individual","Manual","Third or above",22.9,1248,74
150,"Maruti",170,"Petrol","Individual","Manual","Third or above",15.37,1196,73
141,"Maruti",15,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
125,"Maruti",100,"Petrol","Individual","Manual","Third or above",18.9,1061,67
220,"Maruti",110,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
111,"Maruti",110,"Petrol","Individual","Manual","Third or above",15.6,1586,104.68
29.999,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.1,796,37
110,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
148,"Maruti",40,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
130,"Maruti",60,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
275,"Maruti",70,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
150,"Maruti",75,"Petrol","Individual","Manual","Third or above",18.9,1061,67
380,"Maruti",70,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
55,"Maruti",70,"Petrol","Individual","Manual","Third or above",15.9,1298,85
65,"Maruti",100,"Petrol","Individual","Manual","Third or above",16.1,796,37
160,"Maruti",100,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
160,"Maruti",100,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
320,"Maruti",175.802,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
90,"Maruti",110,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
305,"Maruti",175,"Diesel","Individual","Manual","Third or above",17.8,1248,75
170,"Maruti",20,"Petrol","Individual","Manual","Third or above",22.74,796,47.3
270,"Maruti",80,"Diesel","Individual","Manual","Third or above",23.2,1248,73.94
45,"Maruti",100,"Petrol","Individual","Manual","Third or above",17.3,993,60
135,"Maruti",90,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
50,"Maruti",50,"Petrol","Individual","Manual","Third or above",16.1,796,37
360,"Maruti",70,"Diesel","Individual","Manual","Third or above",23.4,1248,74
120,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
120,"Maruti",120,"Petrol","Individual","Manual","Third or above",18.9,1061,67
150,"Maruti",50,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
50,"Maruti",40,"Petrol","Individual","Manual","Third or above",16.1,796,37
110,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
200,"Maruti",40,"Petrol","Individual","Manual","Third or above",22.74,796,47.3
120,"Maruti",140,"Petrol","Individual","Manual","Third or above",19,998,66.1
190,"Maruti",70,"Petrol","Individual","Manual","Third or above",22.74,796,47.3
85,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
150,"Maruti",70,"Petrol","Individual","Manual","Third or above",18.2,1061,64
42,"Maruti",70,"Petrol","Individual","Manual","Third or above",16.1,796,37
350,"Maruti",110,"Diesel","Individual","Manual","Third or above",22.9,1248,74
180,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
425,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.02,1373,93.7
170,"Maruti",90,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
145,"Maruti",65,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
235,"Maruti",80,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
375,"Maruti",110,"Diesel","Individual","Manual","Third or above",23.2,1248,73.94
600,"Maruti",120,"Diesel","Individual","Manual","Third or above",20.77,1248,88.8
409.999,"Maruti",100,"Diesel","Individual","Manual","Third or above",22.9,1248,74
320,"Maruti",90,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
250,"Maruti",90,"Diesel","Individual","Manual","Third or above",21.1,1248,73.9
550,"Maruti",120,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
100,"Maruti",164,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
58,"Maruti",80,"Petrol","Individual","Manual","Third or above",17.3,993,60
500,"Maruti",92,"Diesel","Individual","Manual","Third or above",20.77,1248,88.76
40,"Maruti",100,"Petrol","Individual","Manual","Third or above",16.1,796,37
170,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.1,1298,88.2
135,"Maruti",110.048,"Petrol","Individual","Manual","Third or above",20.92,998,67.1
120,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
295,"Maruti",60,"Petrol","Individual","Manual","Third or above",16.51,1586,103.2
150,"Maruti",50,"Petrol","Individual","Manual","Third or above",14,1061,64
370,"Maruti",175,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
105,"Maruti",65,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
65,"Maruti",60,"Petrol","Individual","Manual","Third or above",17.3,993,60
60,"Maruti",100,"Petrol","Individual","Manual","Third or above",17.3,993,60
85,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
265,"Maruti",90,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
80,"Maruti",70,"Petrol","Individual","Manual","Third or above",16.1,796,37
101,"Maruti",90,"Petrol","Individual","Manual","Third or above",19.7,796,35
108,"Maruti",206,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
450,"Maruti",98,"Diesel","Individual","Manual","Third or above",20.77,1248,88.8
270,"Maruti",120,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
90,"Maruti",100,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
45,"Maruti",35,"Petrol","Individual","Manual","Third or above",16.1,796,37
110,"Maruti",70,"Petrol","Individual","Manual","Third or above",17.3,993,60
120,"Maruti",120,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
65,"Maruti",90,"Petrol","Individual","Manual","Third or above",16.1,796,37
150,"Maruti",70,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
50,"Maruti",147,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
250,"Maruti",70,"Petrol","Individual","Manual","Third or above",17.5,1298,85.8
75,"Maruti",46,"Petrol","Individual","Manual","Third or above",16.1,796,37
125,"Maruti",120,"Petrol","Individual","Manual","Third or above",18.9,1061,67
250,"Maruti",150,"Diesel","Individual","Manual","Third or above",17.8,1248,75
50,"Maruti",60,"Petrol","Individual","Manual","Third or above",17.3,993,60
125,"Maruti",80,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
170,"Maruti",60,"Petrol","Individual","Manual","Third or above",22.74,796,47.3
45,"Maruti",80,"Petrol","Individual","Manual","Third or above",16.1,796,37
350,"Maruti",110,"Diesel","Individual","Manual","Third or above",17.8,1248,75
250,"Maruti",90,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
350,"Maruti",115,"Diesel","Individual","Manual","Third or above",21.5,1248,88.8
85,"Maruti",160,"Petrol","Individual","Manual","Third or above",18.2,998,67.1
70,"Maruti",110,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
70,"Maruti",188,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
65,"Maruti",70,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
120,"Maruti",60,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
300,"Maruti",120,"Diesel","Individual","Manual","Third or above",22.9,1248,74
220,"Maruti",80,"Diesel","Individual","Manual","Third or above",19.3,1248,73.9
110,"Maruti",80,"Petrol","Individual","Manual","Third or above",18.9,1061,67
60,"Maruti",100,"Petrol","Individual","Manual","Third or above",14,796,37.5
150,"Maruti",100,"Petrol","Individual","Manual","Third or above",15,1586,104.68
40,"Maruti",96,"Petrol","Individual","Manual","Third or above",16.1,796,37
45,"Maruti",90,"Petrol","Individual","Manual","Third or above",16.1,796,37
50,"Maruti",180,"Petrol","Individual","Manual","Third or above",17.3,993,60
380,"Maruti",80,"Diesel","Individual","Manual","Third or above",21.5,1248,88.8
125,"Maruti",94,"Petrol","Individual","Automatic","Third or above",15.9,1298,85
80,"Maruti",150,"Petrol","Individual","Manual","Third or above",18.9,998,67.1
122,"Maruti",110,"Petrol","Individual","Manual","Third or above",19.7,796,46.3
31,"Maruti",56.194,"Petrol","Individual","Manual","Third or above",16.1,796,37
375,"Maruti",80,"Diesel","Individual","Manual","Third or above",23.4,1248,74
70,"Maruti",65,"Petrol","Individual","Manual","Third or above",15.9,1298,85
